Date,Location,Latitude,Longitude,Climate_Zone,Rainfall_mm,Groundwater_Level_m,Water_Consumption_MLiters,Population,Temperature_C,Humidity_%,Evaporation_mm,TDS_ppm,pH_Level,Reservoir_Level_%,Pipeline_Pressure_bar,Agricultural_Usage_MLiters,Industrial_Usage_MLiters,Soil_Moisture_%,Vegetation_Index,Water_Price_INR,Population_Density_per_sqkm,Scarcity_Index,Risk_Level,Water_Sources,Risk_Factors
2023-01-11,Mumbai,19.076,72.8777,Tropical Monsoon,7.763193856453939,544.7017253416412,10.0,12415060,25.750458701939266,64.53732309266336,5.57928320670437,328.19923264750673,7.2904122965435345,77.48466437364311,3.674547765869152,4.205002910362903,9.463108670307394,41.99607670237182,0.5768233467337556,17.754600299515904,125.8236006749562,3.4615196297196102,Severe,"['Reservoirs', 'Groundwater', 'Desalination']","['High Population Density', 'Industrial Use', 'Coastal Location']"
2023-01-12,Mumbai,19.076,72.8777,Tropical Monsoon,25.332626358584214,554.5085279255785,10.0,12515385,33.0133749686836,68.30009358506312,6.791368691748509,312.14285182960634,6.964024132315959,86.14389723190168,3.8789353456247238,5.109655846732138,10.911688682030428,46.05331166367751,0.5287108224263639,14.722641302685856,124.35083074903076,3.68803683158018,Severe,"['Reservoirs', 'Groundwater', 'Desalination']","['High Population Density', 'Industrial Use', 'Coastal Location']"
2023-01-13,Mumbai,19.076,72.8777,Tropical Monsoon,16.90049823782089,521.3616981560433,10.0,12634198,28.93449537381284,63.51733564714344,7.560130850682455,311.37291104683135,7.2599712771133715,70.39962734210359,3.569915070120073,6.062818661336758,8.289976140752582,46.59480810697332,0.6149308223467218,15.769782449639955,125.38249593815338,3.9050437877612754,Severe,"['Reservoirs', 'Groundwater', 'Desalination']","['High Population Density', 'Industrial Use', 'Coastal Location']"
2023-01-14,Mumbai,19.076,72.8777,Tropical Monsoon,9.312987114866385,569.6910134103256,10.0,12529056,32.8418258975838,63.31664673650331,7.041843117601577,386.27053343327844,7.163135218256721,77.26305088780418,3.66144426990671,5.056036295295391,10.514940346718237,45.67580811858551,0.5722542242090848,16.40980978580057,126.47359596940848,4.249584779260926,Severe,"['Reservoirs', 'Groundwater', 'Desalination']","['High Population Density', 'Industrial Use', 'Coastal Location']"
2023-01-15,Mumbai,19.076,72.8777,Tropical Monsoon,9.271649143192242,563.024427518329,10.0,12260792,26.148620753216495,71.79111958280741,6.821941252466361,333.7390092586106,7.420872486364522,80.75889856846244,3.5706109477860997,6.187014441077972,9.531822825293382,36.56807675634994,0.46011093122316404,14.296846239729708,124.02016207236429,3.539296976218475,Severe,"['Reservoirs', 'Groundwater', 'Desalination']","['High Population Density', 'Industrial Use', 'Coastal Location']"
2023-01-16,Mumbai,19.076,72.8777,Tropical Monsoon,9.427346052865678,528.1970398205336,10.0,12784204,28.402775871363325,70.59604640449356,6.74336142092788,316.9506446983852,7.161796755766942,83.10553551686313,4.059961738385567,5.911000801016885,12.540514493545867,43.20398366423892,0.5552896003382917,17.449976608281922,122.4278997022722,3.8770411609505633,Severe,"['Reservoirs', 'Groundwater', 'Desalination']","['High Population Density', 'Industrial Use', 'Coastal Location']"
2023-01-17,Mumbai,19.076,72.8777,Tropical Monsoon,10.371247821346918,498.8403004219474,10.0,12497539,31.282486311447894,89.28265671648546,7.5951966974190865,337.3992271170982,7.293988184577305,73.62857955983513,4.152492674805625,6.517149756283616,9.738677494176398,40.55376296672004,0.6538616139746258,16.96026845777974,126.21040644764115,3.2963805018797085,Severe,"['Reservoirs', 'Groundwater', 'Desalination']","['High Population Density', 'Industrial Use', 'Coastal Location']"
2023-01-18,Mumbai,19.076,72.8777,Tropical Monsoon,12.417293417259174,518.7603858475977,10.0,12085404,30.17256616514591,76.6295761335382,6.1281378803119715,355.5753309686627,7.474902558236179,72.69599700178613,3.547780082842625,6.41636563663664,9.71265222130751,47.41075645475583,0.637853057483258,16.00059783865584,128.54835586848824,3.64594360872498,Severe,"['Reservoirs', 'Groundwater', 'Desalination']","['High Population Density', 'Industrial Use', 'Coastal Location']"
2023-01-19,Mumbai,19.076,72.8777,Tropical Monsoon,11.662332490034714,538.1424529266407,10.0,12555954,31.01157440450494,80.54500583904445,7.301157599929012,341.83538266932385,7.142945456230067,86.3556954726093,3.8543751222706666,6.202217422559412,10.854709531872889,40.55596255920214,0.5449774248226366,16.233861138578472,125.48302604305725,3.416639444397149,Severe,"['Reservoirs', 'Groundwater', 'Desalination']","['High Population Density', 'Industrial Use', 'Coastal Location']"
2023-01-20,Mumbai,19.076,72.8777,Tropical Monsoon,10.689409559328963,595.8483199724105,10.0,12625590,27.569347066801413,84.62710222933217,7.139183314729747,334.9341943650853,7.196301812763011,77.81299877101523,4.1830389297525725,7.61481679324311,10.329856678771382,46.96535662551905,0.5057925834372466,17.72022821421922,125.80130237655632,2.9774372314789552,Critical,"['Reservoirs', 'Groundwater', 'Desalination']","['High Population Density', 'Industrial Use', 'Coastal Location']"
2023-01-21,Mumbai,19.076,72.8777,Tropical Monsoon,13.830291683552158,610.2749762086687,10.0,12998663,32.960911624427226,78.75602654946486,6.413761192869426,322.4201539315699,7.098734761948353,78.10224822253538,3.999708875341993,7.538620717519013,9.874792836277202,43.507839292662794,0.5435972535185164,15.719801291864044,125.2396299014297,3.5539754404377986,Severe,"['Reservoirs', 'Groundwater', 'Desalination']","['High Population Density', 'Industrial Use', 'Coastal Location']"
2023-01-22,Mumbai,19.076,72.8777,Tropical Monsoon,9.976092858715596,553.1267295598512,10.0,12615872,31.890871287854864,86.7544860561986,7.045432529452188,322.8663189880988,7.309206396135837,90.14831691329212,3.840094948633339,8.298092505238305,9.766906986785358,35.79846415507434,0.4795895979821557,17.858000010789894,127.6409943938869,3.2782489417286538,Severe,"['Reservoirs', 'Groundwater', 'Desalination']","['High Population Density', 'Industrial Use', 'Coastal Location']"
2023-01-23,Mumbai,19.076,72.8777,Tropical Monsoon,11.075170127585075,556.6188625511888,10.0,12148775,31.268779323343487,89.83004582658234,6.047528022888175,325.60030035769256,7.082190645300099,83.21318279393125,3.646256503462979,8.70071158303506,12.539413774062968,50.03372731813876,0.5320564440780324,16.360034380548914,125.6254429362802,3.1360813362364612,Severe,"['Reservoirs', 'Groundwater', 'Desalination']","['High Population Density', 'Industrial Use', 'Coastal Location']"
2023-01-24,Mumbai,19.076,72.8777,Tropical Monsoon,11.747694271679165,579.1670147422336,10.0,12160934,29.222113381367738,80.94987756827746,6.518294573038787,354.4977751713931,7.179855477464067,83.6970535532176,4.203180548562297,9.316966036089624,9.779149441332333,45.58701164421978,0.6445479633176477,17.41599628160117,125.54690723091653,3.358789576393692,Severe,"['Reservoirs', 'Groundwater', 'Desalination']","['High Population Density', 'Industrial Use', 'Coastal Location']"
2023-01-25,Mumbai,19.076,72.8777,Tropical Monsoon,12.625599017743895,574.0597268706305,10.0,12837637,31.36781816513163,84.21823208853485,6.52412320965138,315.30095916494474,7.229893110199458,82.85105810491807,4.061337872603058,8.651878344037309,11.435111510702876,52.54122902247322,0.6463309626793678,16.79434592179889,126.96892766322568,3.182536458212228,Severe,"['Reservoirs', 'Groundwater', 'Desalination']","['High Population Density', 'Industrial Use', 'Coastal Location']"
2023-01-26,Mumbai,19.076,72.8777,Tropical Monsoon,17.380988224618832,603.9125385336803,10.0,12328053,30.26316244821754,91.46077145816123,5.1957238482086865,357.7114667428849,7.417648408610608,78.04677308895594,3.7108056427566076,9.887107256751921,12.493527817176215,38.035825906778236,0.6635881121062013,18.98799724897788,125.28930760786349,3.5632408298562397,Severe,"['Reservoirs', 'Groundwater', 'Desalination']","['High Population Density', 'Industrial Use', 'Coastal Location']"
2023-01-27,Mumbai,19.076,72.8777,Tropical Monsoon,10.911003719256419,562.4875054391897,10.0,12145637,27.67008749286494,93.33519526627059,6.312421973817031,389.0840296246828,7.406722727719322,87.94368582490397,4.259059073744281,8.129253422212061,12.670190416981315,45.15407445920536,0.562665025179657,15.914258827245149,124.34934530647917,2.855089044706127,Critical,"['Reservoirs', 'Groundwater', 'Desalination']","['High Population Density', 'Industrial Use', 'Coastal Location']"
2023-01-28,Mumbai,19.076,72.8777,Tropical Monsoon,13.508993729501075,608.7628977773182,10.0,12783639,30.994117504294316,88.22271026497364,6.606627128933074,357.23974078275404,7.047243754501106,86.9923368757684,3.716173448658015,10.080485436199384,10.822415952614174,45.64361467206983,0.6179781068158249,16.274828580324552,127.10122950682252,3.159869233949678,Severe,"['Reservoirs', 'Groundwater', 'Desalination']","['High Population Density', 'Industrial Use', 'Coastal Location']"
2023-01-29,Mumbai,19.076,72.8777,Tropical Monsoon,14.48328142565246,575.121642653273,10.0,12419697,30.904324579905094,87.61437758640574,7.277684392965275,337.1485927346743,7.060298326355474,86.14928779072413,4.006811653726476,9.905929241962074,11.376213811459875,48.25813787904598,0.5645266062166379,15.388044038442475,125.32270951685813,3.200011260594515,Severe,"['Reservoirs', 'Groundwater', 'Desalination']","['High Population Density', 'Industrial Use', 'Coastal Location']"
2023-01-30,Mumbai,19.076,72.8777,Tropical Monsoon,10.32575776238245,609.8293298243168,10.0,12777163,33.46430284342853,80.53069210617329,7.241388269544158,310.0530673463504,7.055012050881744,85.06534755701999,4.012108745174916,9.925140182193847,11.242606008430828,40.51710514429755,0.568829353255133,15.843055266850037,124.89998245179306,3.8714366919794556,Severe,"['Reservoirs', 'Groundwater', 'Desalination']","['High Population Density', 'Industrial Use', 'Coastal Location']"
2023-01-31,Mumbai,19.076,72.8777,Tropical Monsoon,14.851945287598081,577.8902217726938,10.0,12317294,26.991217400040245,86.74613485812502,7.309641004880906,397.09364351652454,7.344409915015028,84.50642514531484,4.402286079651391,10.366534387008935,9.990230556070127,49.93467244982059,0.6375696212691898,17.69815446444526,128.78124019149357,3.01992537009814,Severe,"['Reservoirs', 'Groundwater', 'Desalination']","['High Population Density', 'Industrial Use', 'Coastal Location']"
2023-02-01,Mumbai,19.076,72.8777,Tropical Monsoon,11.192485004520009,569.3374289326929,10.0,12915092,32.04986049283049,87.88343024777635,6.700838635366879,315.39610070153947,7.286924259696272,90.83099830425338,4.039421890040732,9.173936228715483,12.526215614921831,56.95519850490099,0.6680298150119498,18.62996145203547,126.00029385230845,2.927750278270768,Critical,"['Reservoirs', 'Groundwater', 'Desalination']","['High Population Density', 'Industrial Use', 'Coastal Location']"
2023-02-02,Mumbai,19.076,72.8777,Tropical Monsoon,10.671355652924168,646.7040825737554,10.0,12768767,29.38649980618063,84.19519408518485,6.4019810729132125,376.69208542422285,7.2767674395801505,85.84176404099948,4.051155575972339,9.129472981613656,12.013523361179363,50.27746004961367,0.659005229338645,17.9005943337573,126.89129581112655,3.1385990257058958,Severe,"['Reservoirs', 'Groundwater', 'Desalination']","['High Population Density', 'Industrial Use', 'Coastal Location']"
2023-02-03,Mumbai,19.076,72.8777,Tropical Monsoon,25.275698725467496,622.789188138083,10.0,12375336,32.453006960384684,82.41931907221368,6.7047359892356475,371.1215375427945,7.294200057494234,86.48627982977551,3.8433422196785982,12.40047445846136,13.777103398611173,49.05674857672267,0.7017282279460226,17.112568603770733,126.36656301219645,4.028971733103999,Severe,"['Reservoirs', 'Groundwater', 'Desalination']","['High Population Density', 'Industrial Use', 'Coastal Location']"
2023-02-04,Mumbai,19.076,72.8777,Tropical Monsoon,27.327415664735415,538.4605982821246,10.0,12145409,32.67875922923888,79.13126053022106,6.665456356803579,345.5856863991049,7.389267644944881,89.69275713055617,3.999162687547344,10.624291643411654,11.114707058679008,42.11493279302858,0.6646505211899774,16.267710167625545,125.28009281556322,4.054278533768237,Severe,"['Reservoirs', 'Groundwater', 'Desalination']","['High Population Density', 'Industrial Use', 'Coastal Location']"
2023-02-05,Mumbai,19.076,72.8777,Tropical Monsoon,18.797626595917343,580.0984189148443,10.0,13135645,31.87082841958886,76.99199869205509,5.7433674099265,345.5138732231374,7.077713280025138,88.29782181480253,3.974468453185926,10.819294677797524,13.501263911505902,44.83005792980062,0.5992965097906694,18.102612911820618,127.29335472891661,4.257968609919671,Severe,"['Reservoirs', 'Groundwater', 'Desalination']","['High Population Density', 'Industrial Use', 'Coastal Location']"
2023-02-06,Mumbai,19.076,72.8777,Tropical Monsoon,12.40873986129513,630.8175572516378,10.0,12513119,33.772069031388334,76.0824359106019,6.945460871422816,299.0379291648079,7.016300073887368,95.0,3.9949604791066955,9.994580210415638,13.652286625899704,47.99987730043899,0.6549187499531666,16.297954137976472,126.87917653703752,3.818947306394609,Severe,"['Reservoirs', 'Groundwater', 'Desalination']","['High Population Density', 'Industrial Use', 'Coastal Location']"
2023-02-07,Mumbai,19.076,72.8777,Tropical Monsoon,11.157078884531337,559.825480978956,10.0,12379043,29.777527765554407,88.85853771902856,5.3666546589568735,364.7085742978399,7.241469447712913,78.81349984898051,4.15872312589595,9.74653842940886,12.344634013701192,45.65758568094592,0.6872192442465468,15.939445722101917,125.7191389199529,3.50048376984382,Severe,"['Reservoirs', 'Groundwater', 'Desalination']","['High Population Density', 'Industrial Use', 'Coastal Location']"
2023-02-08,Mumbai,19.076,72.8777,Tropical Monsoon,16.45233714289075,619.7869927550154,10.0,12917245,34.594656935763986,86.8375166701346,7.148732032466591,374.09289019187776,7.130395060056622,89.26693169976663,3.6794685384981127,11.545651554477054,9.656315949598635,53.57255607702387,0.7416300066366093,17.021236679990317,127.1299117475244,3.189693530692757,Severe,"['Reservoirs', 'Groundwater', 'Desalination']","['High Population Density', 'Industrial Use', 'Coastal Location']"
2023-02-09,Mumbai,19.076,72.8777,Tropical Monsoon,13.628873734680443,617.5044743222761,10.0,12811034,31.071760682481585,83.81584236088185,6.01082907479523,323.5020866085025,7.382782842797416,84.36338648413276,3.8724648475651526,11.4474851692556,11.74076568432984,51.20094930887425,0.6476448726834104,15.336528788687705,126.00190042883001,3.4297761470792154,Severe,"['Reservoirs', 'Groundwater', 'Desalination']","['High Population Density', 'Industrial Use', 'Coastal Location']"
2023-02-10,Mumbai,19.076,72.8777,Tropical Monsoon,11.413414588813442,577.2283582225856,10.0,12873438,29.48333733369932,84.7116368047257,6.006934685731209,352.1699472368714,7.336984663540023,83.2817667909423,4.159877551905751,12.05546792566658,14.626871578762827,61.99054411764392,0.7727393091952094,16.029290613452417,125.31801168365533,3.4925422963343515,Severe,"['Reservoirs', 'Groundwater', 'Desalination']","['High Population Density', 'Industrial Use', 'Coastal Location']"
2023-02-11,Mumbai,19.076,72.8777,Tropical Monsoon,14.20898036274909,598.5311784455004,10.0,12558007,32.15604080835034,87.55339364433986,6.329831110531962,358.64106213370576,7.484929639952574,85.78425649679275,4.213260613885783,12.358338590259427,12.809640709711186,43.595660848414155,0.6645564484352047,19.336302616889053,125.24209939503235,3.8445832668354667,Severe,"['Reservoirs', 'Groundwater', 'Desalination']","['High Population Density', 'Industrial Use', 'Coastal Location']"
2023-02-12,Mumbai,19.076,72.8777,Tropical Monsoon,10.989126465881984,536.570354950897,10.0,13054034,28.614666220566388,85.80841122736497,6.242830878602717,375.6933117505268,7.123730406440129,88.39680529360065,4.1486046747924865,15.545432218615993,13.328035594670828,49.09371474086528,0.624793649675539,15.922559550263982,127.12774011264386,4.032162098248047,Severe,"['Reservoirs', 'Groundwater', 'Desalination']","['High Population Density', 'Industrial Use', 'Coastal Location']"
2023-02-13,Mumbai,19.076,72.8777,Tropical Monsoon,22.83348145915133,652.7407274912042,10.0,12263213,33.415896937650444,80.0566705414284,6.943890410405995,358.91127449093335,7.251055257166168,88.64892375647955,4.192763105257447,12.211218187963851,12.370279508605098,41.984074603861956,0.6851169999775474,16.339682551388453,126.36451087384677,4.158160250237809,Severe,"['Reservoirs', 'Groundwater', 'Desalination']","['High Population Density', 'Industrial Use', 'Coastal Location']"
2023-02-14,Mumbai,19.076,72.8777,Tropical Monsoon,12.340140088361247,590.593172992138,10.0,12455399,32.49000496558577,91.45063341480426,7.162227619799028,310.6385809483163,7.57786727318788,80.57347176202984,4.1240753880121614,14.855266496216595,12.214254076693292,37.989507529152945,0.6352373443360436,17.637522601736496,128.75768982069116,4.094888987526455,Severe,"['Reservoirs', 'Groundwater', 'Desalination']","['High Population Density', 'Industrial Use', 'Coastal Location']"
2023-02-15,Mumbai,19.076,72.8777,Tropical Monsoon,16.279875711487627,624.0994939453727,10.0,12693213,35.57519512120127,88.53040745141054,6.69814631633814,344.1507499064328,7.402587274064234,85.43720572803228,4.206517889316337,15.15170438826433,10.165244587035014,52.38999331856758,0.6150759682377416,17.72683685944846,126.88374774129069,3.625023650503397,Severe,"['Reservoirs', 'Groundwater', 'Desalination']","['High Population Density', 'Industrial Use', 'Coastal Location']"
2023-02-16,Mumbai,19.076,72.8777,Tropical Monsoon,12.716329626950845,618.4003426483476,10.0,12890293,34.50331426605876,88.4613247053752,7.121178000609557,367.39793509320043,7.186196044970759,89.50752384259489,4.300708925262047,14.192362834454862,13.492576645792974,51.33190752265002,0.6846035057038009,17.404925394512933,126.00768302712405,3.805715716298038,Severe,"['Reservoirs', 'Groundwater', 'Desalination']","['High Population Density', 'Industrial Use', 'Coastal Location']"
2023-02-17,Mumbai,19.076,72.8777,Tropical Monsoon,14.513405683703962,640.6023719110452,10.0,12767557,30.517417782770995,91.43957658822563,7.788383863124372,386.5046656183616,7.315864104399176,83.65172421287767,4.302309379220773,13.063100955688173,13.84204026680397,44.51421669766728,0.6695992219962603,15.672155172539014,127.22796048350172,3.653839467246457,Severe,"['Reservoirs', 'Groundwater', 'Desalination']","['High Population Density', 'Industrial Use', 'Coastal Location']"
2023-02-18,Mumbai,19.076,72.8777,Tropical Monsoon,14.787486012095197,586.6286797871259,10.0,12585827,31.718851545638927,83.301306379545,6.894534378354608,343.3185675173894,7.36138619988565,82.37361489723598,4.081433222474615,11.708919326630932,11.294393703458868,49.199159382454155,0.6630952361682584,18.5593492755908,125.46762017229683,3.71161200598737,Severe,"['Reservoirs', 'Groundwater', 'Desalination']","['High Population Density', 'Industrial Use', 'Coastal Location']"
2023-02-19,Mumbai,19.076,72.8777,Tropical Monsoon,11.836100856204117,605.3855692356294,10.0,12491627,34.52941482643723,93.55376467034023,6.691621294771101,428.05503364505563,7.073994957316382,76.55428517526558,4.403926609416947,14.38376638571049,12.240337727149766,46.01004630482145,0.7411638024332537,17.302478844755306,127.01916817055623,4.08628576160676,Severe,"['Reservoirs', 'Groundwater', 'Desalination']","['High Population Density', 'Industrial Use', 'Coastal Location']"
2023-02-20,Mumbai,19.076,72.8777,Tropical Monsoon,28.25527988575947,615.5689659113104,10.0,12905309,35.2729193011267,86.8982373417346,6.5997513573138304,306.15806594212,7.1757283233129465,84.38273116425857,4.253353736108411,15.31358956388031,12.04912291490751,46.75237374396093,0.7489543252826257,18.99998500260864,127.56626317433259,4.080730736404193,Severe,"['Reservoirs', 'Groundwater', 'Desalination']","['High Population Density', 'Industrial Use', 'Coastal Location']"
2023-02-21,Mumbai,19.076,72.8777,Tropical Monsoon,18.223880304731903,624.3790033082574,10.0,12806920,36.1126272281336,92.15252614960417,6.871046427111113,346.6366534880119,7.651192508401323,81.79075676666619,4.468742521533162,16.522297286702972,12.931053103760812,47.993287552993024,0.6750325647783187,17.168041902856093,127.45733993387172,4.107114555586978,Severe,"['Reservoirs', 'Groundwater', 'Desalination']","['High Population Density', 'Industrial Use', 'Coastal Location']"
2023-02-22,Mumbai,19.076,72.8777,Tropical Monsoon,24.753891618211362,632.12342137045,10.0,12402498,36.18367043035493,91.49055999211858,6.5454456713884195,361.6005660186183,7.401262685481516,82.43603668522904,4.508587887084737,12.875922194982163,11.700463165474435,44.830690409397235,0.6559084724729051,18.827988786544665,128.87903098216356,3.75034918368206,Severe,"['Reservoirs', 'Groundwater', 'Desalination']","['High Population Density', 'Industrial Use', 'Coastal Location']"
2023-02-23,Mumbai,19.076,72.8777,Tropical Monsoon,21.949343315068425,582.3451909520624,10.0,12398514,33.66076951511292,82.73075927949813,7.045792479263215,358.60136719096863,7.140600231920109,85.7901611234002,3.9325309226572878,14.036787496220102,13.481245567602608,45.54680471465625,0.6796676582950334,19.173513974932707,130.53354828792268,4.498268360185875,Severe,"['Reservoirs', 'Groundwater', 'Desalination']","['High Population Density', 'Industrial Use', 'Coastal Location']"
2023-02-24,Mumbai,19.076,72.8777,Tropical Monsoon,15.19846437143518,575.7984717562289,10.0,12491214,34.648399896013395,90.5433628389595,6.905744802141847,328.1800341774991,7.223481035249104,83.9206399030831,4.047686791934731,13.170601460357252,12.373110739799918,45.546595123958284,0.6783061636172338,17.44171596856283,128.179992544877,3.829147950526436,Severe,"['Reservoirs', 'Groundwater', 'Desalination']","['High Population Density', 'Industrial Use', 'Coastal Location']"
2023-02-25,Mumbai,19.076,72.8777,Tropical Monsoon,23.339477457798363,635.4732105857257,10.0,12462711,36.60192580371585,89.76193434901876,5.9838442829323135,379.0886574064804,7.550073769807293,80.83630093387607,4.379975785829073,13.764892275614374,9.113999846037771,50.63262078878979,0.6861492291495593,18.819618492541245,128.8537162557425,3.57188964131076,Severe,"['Reservoirs', 'Groundwater', 'Desalination']","['High Population Density', 'Industrial Use', 'Coastal Location']"
2023-02-26,Mumbai,19.076,72.8777,Tropical Monsoon,10.999246026618538,532.3893462193773,10.0,12890067,33.47725400327735,88.38139694640827,6.770818458516536,377.2820148341005,7.240247816858821,75.81342471984985,3.8814247970850153,15.831025204028936,12.713062155353992,34.4091835772635,0.4512028605988842,16.640406919564573,130.59348117417355,5.328379073682376,Severe,"['Reservoirs', 'Groundwater', 'Desalination']","['High Population Density', 'Industrial Use', 'Coastal Location']"
2023-02-27,Mumbai,19.076,72.8777,Tropical Monsoon,11.56493742558589,639.3229197024611,10.0,12745643,34.920783755377904,87.85480547669516,7.473055422323894,368.0721645138067,7.313069679217505,87.60704568407333,4.494945075775742,13.971718739633474,13.31657888289016,46.590810589146464,0.7872279312631543,18.261688755131114,126.21801229814051,3.9966580658043096,Severe,"['Reservoirs', 'Groundwater', 'Desalination']","['High Population Density', 'Industrial Use', 'Coastal Location']"
2023-02-28,Mumbai,19.076,72.8777,Tropical Monsoon,10.638669586367001,581.7626483993862,10.0,12779434,33.58304552002319,87.99154260063916,6.598917773888161,377.060360143896,7.337242376750136,89.54050131126756,4.1380157048226875,13.88426624776039,10.653279273783644,42.1950382982957,0.679416266664948,19.248530363123276,127.67309611595937,3.885204445444601,Severe,"['Reservoirs', 'Groundwater', 'Desalination']","['High Population Density', 'Industrial Use', 'Coastal Location']"
2023-03-01,Mumbai,19.076,72.8777,Tropical Monsoon,12.302696432543081,589.1976685088474,10.0,12691745,33.20837930374395,92.5762915440635,6.342863713287344,354.8509297357766,7.209763143173642,83.45186709942071,4.317064706389891,16.486220857886615,12.454463455035283,42.264348447479705,0.672663124957815,18.572346170717175,126.9557677262595,4.122100758987342,Severe,"['Reservoirs', 'Groundwater', 'Desalination']","['High Population Density', 'Industrial Use', 'Coastal Location']"
